time_since_launch,orbital_altitude,battery_voltage,solar_panel_temperature,attitude_control_error,data_transmission_rate,thermal_control_status,power_generation_rate,satellite_health_score,satellite_health
3174.0,1827.2039677850312,28.633451045230608,-13.074552584985874,1.5533135703410084,10.600079063614329,0.0,32.487089246227214,0.4507030252388589,0.0
3507.0,1290.5664491427908,21.59164738088654,-15.568622134845796,2.593412264827168,47.291053567549504,1.0,31.98502857088092,1.413818187597501,1.0
860.0,510.98252511342156,20.15088030210695,28.709229745032758,2.680356619355009,33.734476259161866,1.0,36.540153105643114,0.8668076733882637,1.0
1294.0,506.40533935845264,24.492371307759157,24.760466788437824,3.8539896930368327,86.4762897899455,1.0,20.378506545192458,0.9494720106868338,1.0
1130.0,1525.9250075066002,24.32102897411628,-49.53996971073482,2.5893449704290394,35.84132498106753,0.0,20.952877853451017,1.5736834413421688,1.0
1095.0,612.433930683432,25.519012184951723,-20.361847650528098,3.028687003102553,58.946092622024324,1.0,30.80971776747487,1.4840557565344104,1.0
3092.0,858.2553493482291,28.332217713715004,12.366364778532557,3.766640253804558,76.62425033775348,1.0,20.04864316276617,1.8020784982634912,1.0
1638.0,1128.2604117672536,28.02360550982478,-37.97343780112005,0.5056600233997266,54.750724656966675,1.0,24.38578391998734,1.7105534913553857,1.0
2169.0,342.100291879457,21.00043284430011,-42.88017055144676,4.817360617624847,46.93622947171951,1.0,25.642813551644792,2.0457683578146213,1.0
466.0,722.9923459338842,29.33995366676674,32.83981194984817,4.23152088039724,13.826620446067999,0.0,25.447329583493236,0.5946574362191612,1.0
1238.0,993.4123344623761,21.104143946744447,-4.731572782793094,1.9438630681155349,12.063895187921357,0.0,41.692615716021685,0.6627087869097592,1.0
330.0,775.3817414384506,26.34570508534236,35.568736792085346,3.6420879453687167,96.15899755513351,0.0,14.448435349404049,1.3941485532682185,1.0
1482.0,531.8295566948619,26.724062935955757,32.35527271765656,3.8116255220437334,67.89196517501964,0.0,22.37082024024898,0.9754515951806297,1.0
2135.0,1537.6208382535356,26.79877487223088,39.33705221405856,4.251232247078284,84.27284184783426,0.0,9.321744549492179,2.1136983605900386,1.0
3444.0,1682.3510137855744,22.653511716753908,-45.17254364393529,0.9415841256702606,53.23945440023592,0.0,16.84340932709994,1.1262506860554988,1.0
3171.0,737.7142594443322,23.30345091764992,-31.386993389161542,3.518513763219013,33.54228965538539,1.0,29.113445783490214,0.9554065707946879,1.0
2919.0,1616.5131408307157,25.48676875149397,-20.38568355985795,0.16670265263141804,36.50840017839099,1.0,31.239805929553203,1.5885089562806018,1.0
130.0,955.4410594822335,21.995874958000982,-36.376961216213985,0.5778956202694069,13.914245665533407,0.0,30.761738615520812,1.3615343110737097,1.0
1685.0,1161.3658444518046,20.203104678333514,-1.4530179214285823,3.8803348023275186,81.17951646956936,1.0,29.910905223068454,0.34254312891989114,0.0
3380.0,1755.2018273183598,25.621444545085758,29.897689003905853,4.065015019408797,62.341370262854696,1.0,16.73213790405863,0.8821619727003467,1.0
769.0,1574.9212590640934,24.65278572012007,45.11818108497046,2.962182260622823,53.27215991995855,0.0,23.299597297501933,1.2147595991762277,1.0
2391.0,1668.6986472375022,26.56731206223462,38.9574134476466,2.9084298709194862,86.7067340201097,1.0,14.599057559503064,1.459226404310292,1.0
1515.0,532.6367831968066,21.467005758336597,-4.266331998419169,3.747557141839648,50.03605248643744,0.0,32.395926159862434,1.159642808740842,1.0
3485.0,418.5230239173401,28.409248945898515,13.64911013709522,4.530424110443508,95.3137134850904,1.0,17.791302529137543,1.0840996128619453,1.0
2853.0,1818.788039449578,21.462214884605274,-26.930387655134712,2.1055758543381486,11.191287644421461,0.0,31.366742967128918,1.0502575403097836,1.0
