time_since_launch,orbital_altitude,battery_voltage,solar_panel_temperature,attitude_control_error,data_transmission_rate,thermal_control_status,power_generation_rate,satellite_health_score,satellite_health
636.0,1411.1803886201392,22.32898234799233,17.279277429020894,1.703486202884985,64.52660235966184,1.0,31.77713692642056,0.6933700907288455,1.0
2938.0,1078.1644891825626,26.59034133083324,7.53684069770452,4.737379683296511,76.6179261190972,0.0,14.61389138085893,2.302466918296618,1.0
2533.0,833.874805129995,26.513715524132326,-30.66775631068236,3.1679552188902784,12.34748298421546,0.0,25.58395855597016,2.349244134454527,1.0
3440.0,436.3531032833342,29.556441806277963,23.990669002174386,0.2125113500675041,92.68129916714722,0.0,11.73747629713804,1.74970363715884,1.0
2785.0,1550.2422096167168,25.61975239313749,-5.779971882276179,0.0805322307867045,89.25870077681591,0.0,22.27125343549223,0.7523029185317012,1.0
2590.0,914.3504396614225,29.04195636067768,-39.069936922907424,4.818542493149351,18.508053710854448,1.0,26.455703240663876,0.8673612187550275,1.0
2331.0,1644.314208344458,22.37294276995151,9.70544656150173,2.815645326924645,78.9465993777418,1.0,25.901727004699083,0.5730237477774087,1.0
77.0,1957.617168417819,24.08548732475665,23.94705295465475,2.4363063499224458,61.36129298912834,1.0,29.09505664187752,1.4322884882874058,1.0
1506.0,378.6389217441826,22.788505300867648,35.02649908378747,3.0280513278650947,83.18783554183884,0.0,18.15483595746889,1.4603862496658215,1.0
3155.0,1418.2409260615163,23.205873059917337,-14.94288503621869,3.2881000165651955,83.30904410116872,1.0,22.10639405779353,1.233295603194965,1.0
2218.0,1691.2845007462995,23.64167862882713,30.974129035518104,0.6940737837509248,63.0934181890125,1.0,20.87787379689073,1.0111356201757462,1.0
1146.0,909.0920881605998,24.98147157078349,-1.7654902536324713,1.320058839734886,42.89357807880228,1.0,36.78207747451828,0.9229631753552674,1.0
1577.0,1492.9131779123618,25.924394500789347,5.917479874650603,0.2764235876923426,45.76068608812919,0.0,29.428295572351534,0.4443705724999698,0.0
396.0,1228.284884200702,28.181125467745908,-0.682035125847932,3.215399952480802,99.16787295151596,1.0,27.515064891037103,0.4730431490667619,0.0
425.0,1849.705087270415,26.51912606732952,-35.36170948572686,3.7779968383632503,49.38863572966967,0.0,19.33200419530377,2.012653689823279,1.0
1768.0,695.0868785645023,20.495849705240023,-3.704840036135217,0.5897707391008045,59.30951900842948,0.0,26.788805916890077,0.06567669714975,0.0
3195.0,979.9356117926942,20.86773282058995,29.30648847886961,0.7764403123744307,44.6514071376886,1.0,30.701305774613985,-0.2341673702924591,0.0
657.0,754.4602322165506,27.120351387532843,-3.470079938909045,1.0791081894976884,86.83673488448848,0.0,23.79329902526423,1.25609198947322,1.0
1986.0,1902.0314470963049,26.771599579223206,14.898219823784416,0.4554860471866018,53.01618770712099,0.0,21.212443425010218,2.1529669611561277,1.0
2915.0,1150.7195141753073,29.88487145033841,2.904520544106284,3.2721761050193403,64.44760150603769,1.0,22.97009166555612,1.602009460544388,1.0
2385.0,1712.7205028256376,21.56853652368572,-34.804739594865474,0.7265279355301207,98.81116657440816,1.0,22.3585193872075,1.4101784320100832,1.0
1800.0,866.9710012268736,20.400605632605828,17.938266893500327,1.303840789406413,97.62985540512344,1.0,27.31429952898864,1.769950882516045,1.0
1021.0,592.2513481360774,21.3338449354284,-10.338965794459966,4.27793653565368,19.44620448434029,1.0,38.04944675090351,0.5458277653581752,1.0
3506.0,1816.6599586789332,28.18627441136616,22.855580622993827,2.6782078648761454,20.8551945843028,1.0,29.870944198302844,1.8375732461452128,1.0
3061.0,363.49999194044335,24.775240359212876,46.62496278261629,3.1756649439101903,23.931202240611185,0.0,22.775611097948,1.1502454308364425,1.0
1693.0,1468.2229939967503,23.562967155518567,-2.4656526263447134,3.330578690546287,90.53834481564311,0.0,23.19189041543855,1.5764345057314435,1.0
989.0,1067.4191061284496,22.280877683472426,-2.056924006213791,3.916949264511864,88.0067670231506,0.0,25.85269176380443,1.669254221797054,1.0
2482.0,1669.2926811689974,24.511679162883723,34.80687816698051,0.6154819631664338,56.23771615350216,1.0,22.08162187465077,1.1976323993934777,1.0
372.0,909.8847954361654,23.23716213822767,-47.588832507100086,0.8745763587724498,36.27463599499305,1.0,29.24071412315312,1.5446320392720383,1.0
891.0,491.5449952791431,22.931405102580705,24.069494533600675,4.984280734753449,22.826974496492795,1.0,32.87428040324292,0.9342170156940895,1.0
1496.0,373.1036812557722,20.36439486103394,39.48435376929864,1.345875288686098,33.962817107852715,1.0,32.23374703379568,0.4495779589240363,0.0
1068.0,1999.3805632232545,29.110212987647948,-23.031141672760903,1.1297039689627426,88.9837442072317,0.0,17.299417736079672,1.4235633753804295,1.0
366.0,1949.3191313206632,22.87244235178196,-41.54844908387815,0.2135339894613036,59.94916067253352,1.0,21.994101911814663,1.5054092610772642,1.0
607.0,1499.2381146607372,29.729547330228147,18.422393080637303,4.593142602156598,75.79409827261404,0.0,16.252773129956665,1.031173990440113,1.0
3603.0,1541.846848371561,26.18134451306078,-40.93517709514643,4.7832662065021605,76.4744309716375,1.0,17.572333663718965,1.7216807558654628,1.0
420.0,414.0150076184912,29.022952887404223,-18.3529650475173,4.644791439887857,70.62403296368804,0.0,22.568403471508837,0.6520684813170765,1.0
1093.0,1231.2796940321646,22.03553456177471,-2.7569961215360053,0.729600476480578,86.80909185419371,1.0,30.56062922920423,0.6586354581706659,1.0
3152.0,379.9992450820321,21.82601398082278,-48.00073137828079,3.7737104760027,82.52064928165761,1.0,17.31441937148583,1.637719555990885,1.0
2819.0,541.2864582909776,28.00509645795688,22.4033596655804,0.6351178634856852,50.07881425059202,1.0,28.99172082813285,0.1451906954826426,0.0
197.0,1695.0060418510518,28.63809875301513,-33.113130785026726,4.524033353561079,88.49695836798898,0.0,12.21368023969617,1.929266094095149,1.0
2676.0,1800.4445270285526,25.791405007134397,28.69669881377929,1.9423082077154148,15.28011026438472,0.0,24.038092235981107,0.8557978681913329,1.0
1353.0,1320.774668367747,24.162615928493665,-14.655343770048056,4.956348065711303,18.80893026280431,0.0,28.459721863297386,0.7840553070760541,1.0
219.0,562.505405377987,29.28285011650741,-18.29247996057792,2.258932748803994,59.67392314648117,1.0,25.10310904569597,1.5989569137414803,1.0
2497.0,1655.7795913830062,22.639578336234862,-5.462770615742954,2.7383628024552324,51.6472420198083,1.0,29.39354998971853,1.4458352672383676,1.0
216.0,1004.4283334411476,29.761813997282548,23.84968971148089,0.4293352654652094,37.88769240902778,1.0,33.2849697081411,0.1690594968066773,0.0
2068.0,355.1822409958699,20.35844152324561,-36.62349135203328,2.0116817188710745,44.16707131731316,1.0,33.65344736083054,0.2817835476944256,0.0
197.0,1624.4147744110985,27.48713097025046,-9.266011946896604,4.209453807911522,71.99079994623222,1.0,26.75300332805383,1.632592186216864,1.0
515.0,1371.885941821895,28.159249910219764,-39.77410379617629,4.261665096228386,63.72150018142175,1.0,27.695896695320734,0.6180488943651925,1.0
